song_name,name,song_id,popularity
Search and Destroy [2023 Remaster] - Iggy Mix,The Stooges,00sydAz6PeOxYzwG1dRIPi,52
Raw Power [2023 Remaster] - Iggy Mix,The Stooges,3BnVqaDfgKyI4CFCfozors,41
Thunderstruck,AC/DC,57bgtoPSgt236HzfBOd8kj,87
More Than A Woman,Aaliyah,4BsX3Li27mT1QBN0eTRKEK,0
Try Again,Aaliyah,1kuZSCuFZh718pUEMhgfSs,0
"Pacifics - From The Original Motion Picture Soundtrack “N.Y. Is Red Hot""",Digable Planets,5esVkhazOeanQVdlJUkNpY,54
Hoist That Rag,Tom Waits,4H3K3jbAgNoDIbVcU6c6kg,44
Shot By Both Sides,Magazine,5i4S9xNkkBw1lE5Rtr5SeB,40
Eternal War,Bolt Thrower,4o1MIrIGQr8ndYa2dBUSIZ,41
World Eater,Bolt Thrower,2UnDZRV3PKN1Fa6q9lQOV8,38
Epic,Faith No More,4ReyTz0y3TGkX48wO3Llot,72
Havoc Vulture,Satyricon,2l73mX6gPRMtqL0AHJTwNq,0
Viginia Reel Around the Fountain,The Halo Benders,111xrdwWuyf0rU5LM7sfwH,0
Constant Craving,k.d. lang,0wCrg1LhgPcGMw51qqpI6k,59
Hallelujah,k.d. lang,5S0pF13mOsTnYweFwFy4D0,53
I Love Livin' in the City,Fear,0qHt7KGw9LPm4Ms4qUZlSd,41
Love The Way You Lie,Eminem,6UaRii9AH6Zss9xNMEQ2M9,0
Love The Way You Lie,Rihanna,6UaRii9AH6Zss9xNMEQ2M9,0
The Birthing,Baroness,13ewjoOlq7DhymHVATGxUo,32
Teeth Of A Cogwheel,Baroness,2rzlqfFfa6kF1PtXxT2shc,26
Skinwalker,Early Graves,7w2vGc8ewwigmyxM7yGjXk,0
Red Horse,Early Graves,27dPgKXchv4Y1CqdNy44cd,0
Death Obsessed,Early Graves,6WTAlXFSQd97x6Moczu9uD,0
Quietus,Early Graves,4tlsXFy6T6TNW1GtfMlhw6,0
Katy Song,Red House Painters,6Gmc3OUoP4JotwPb2CIXYD,0
Uptown Top Ranking,Althea And Donna,6l9urkfD8rPoX5EbCszrb0,0
Pressure Drop,Toots & The Maytals,6xf7aGIqceArnYwetKUN48,0
Angel Of Death,Slayer,5ohfpKB5tt275f4Y4lQ9F7,64
Necrophobic,Slayer,2jb7ItjPuHWKxhn0SNJM9n,0
Raining Blood,Slayer,4fiOTntQKr24p07FvQDHZE,67
Maha-Kali,Dissection,4qAN67WQ8xg6lxO2DpT9T1,0
Keine Lust,Rammstein,7eeDeUM9E7b0vkDfRz20Zt,65
Arcarsenal,At the Drive-In,7qp6E9AUS0uWewfQD0iKuj,0
One Armed Scissor,At the Drive-In,3T1YjH72qs6L6tDscZFZL5,0
Sleepwalk Capsules,At the Drive-In,0uh99pJxA4Ge9YUHeDcp5d,0
Sign Of The Wolf (Pentagram),Pentagram,2E0TLwXZKDp6mKBgIYm3KE,41
Relentless,Pentagram,72N5ZB91nLzuLw6D6Yu8OJ,30
Once in a Lifetime - 2005 Remaster,Talking Heads,38Ngied9rBORlAbLYNCl4k,70
Hell Yes,Alkaline Trio,2128mXXYFewtk5OiGi5BCU,0
Queen Of Pain,Alkaline Trio,2Pc3p9IZUrN0JUkaHPMD3L,0
Insentience,Akercocke,56JUyEYFsS2NoYxvbAnpi9,12
Renegades Of Funk,Rage Against The Machine,5YBVDvTSSSiqv7KZDeUlXA,68
How I Could Just Kill a Man,Rage Against The Machine,4K1DB7EedHPuVnhVrnvf2U,63
Repeater,Fugazi,3aJ1usdhO4jQ5VAFiet0CL,0
Repentless,Slayer,65POu6kUQdR33JxwN92afX,0
Last Kind Words Blues,Geeshie Wiley,3xTAlIrpmtvCxDOVx7n45K,0
Eternal Return,Locrian,75P3nZ6BwOcDjMPelXKVhO,27
Wolf Like Me,TV On The Radio,7e7KneZN3eFpHyfo9DOJyf,0
Shimmy Shimmy Ya,Ol' Dirty Bastard,3ABG1UQTk0eLYUAeWkmfMi,70
I'm Only Sleeping - Remastered,The Beatles,3wAOX1N5M0ta3QNsokmhJV,0
Phat Planet,Leftfield,3cR4v4R9tl8vZkOAgqiMQh,47
13 Monsters,Lightning Bolt,121qw9Rf4MqKDWPRqVTNod,0
Rid Of Me,PJ Harvey,3m2Zd230K68bC4Qe961d9p,49
Missed,PJ Harvey,2tVMNPTbICJLm80kJP95aJ,38
Yuri-G,PJ Harvey,72W93VrqRaDiyn3FushDXO,33
Man-Size,PJ Harvey,3X4qUkEhAvGY3qIlpNh1sl,40
Dry,PJ Harvey,2fhwvSptDeBj8Yw9FufioZ,33
Me-Jane,PJ Harvey,1YAlQXgiLY8tck2VcTjo4G,32
Ring of Fire,Johnny Cash,6YffUZJ2R06kyxyK6onezL,72
(Drawing) Rings Around the World,Super Furry Animals,6Nmw01DADsHJnSRvfifNT3,0
Moonage Daydream - 2012 Remaster,David Bowie,6mib3N4E8PZHAGQ3xy7bho,72
Starman - 2012 Remaster,David Bowie,0pQskrTITgmCMyr85tb9qq,82
Suffragette City - 2012 Remaster,David Bowie,3YZa4IzxK2UtEKTvdTgsi8,64
Ziggy Stardust - 2012 Remastered Version,David Bowie,2h9h3uJyRAb54OyrQK33lA,0
"You're Gonna Go Far, Kid",The Offspring,1FMm3wG5WOhi7js35KR7Ea,0
Evacuate!,Slabdragger,29yJZmef9pG59qQwMCz3IB,0
Rise Up!,Bobby Conn,64mh3fnX1hjo4WgH5nBg8l,0
Talion,Agrimonia,7hPPEk0N3W9U3gEeid42Ed,0
Electric Crown,Testament,5gnjaZqOaqE5GZKjby8KoT,49
Crippled Wizard,Cough,3KUkcCTl8yPHo0ws2kKwIr,29
Been Caught Stealing,Jane's Addiction,4Qievb8Mqy0qxdLNVl02zt,57
In Nomine Dei Nostri,Rotting Christ,7pJOeFcRvrXTeFHGsTgNZa,0
Ze Nigmar,Rotting Christ,3YgjEUFczCSYLYwVo8V3Fl,0
Elthe Kyrie,Rotting Christ,0ERoLMjL8aPFNGCYqt7Ous,0
The River,Bruce Springsteen,7HrzErXq3TsKOY1gmdIShB,68
River Deep - Mountain High,Ike & Tina Turner,44BmNSqH9uZV5OfIjGcER3,57
Violet,Deafheaven,5lxxofccHR7bHN5SmzouZv,0
Unrequited,Deafheaven,7eJovuffkHJXSbi4TXs3SF,0
I Wanna Be Sedated - 2002 Remaster,Ramones,6vvmYYUvGXtZLU8msxKvzF,59
Rockaway Beach - 2017 Remaster,Ramones,2HZGsnMByx3V8KmNW6LqWF,58
Personality Crisis,New York Dolls,12EmtmrtTef9AsvbHDFqGM,0
Unchained Melody,The Righteous Brothers,2ACjOtICHXrAlP3ijVMSvb,63
Don't Go Breaking My Heart,Elton John,7HW5WIw7ZgZORCzUxv5gW5,84
Don't Go Breaking My Heart,Kiki Dee,7HW5WIw7ZgZORCzUxv5gW5,84
Back In the Saddle,Aerosmith,0ZGLuduCPjgWY1n85ykgMe,0
Hot Patootie - Bless My Soul,Meat Loaf,0E5VCfEC70ubAAHfjRasAK,53
Rolling Blackouts,The Go! Team,5uF5H0Ijn5DfOvqAH5Ge7E,0
Black and Yellow,Wiz Khalifa,5A6OHHy73AR5tLxgTc98zz,78
Automatic Stop,The Strokes,481Mp1TFzeiTBN9wok6RNw,0
12:51,The Strokes,3RPbswxSkQsVRtwwfy4hrD,0
The End Has No End,The Strokes,7fGjGQWxbAlnEjYVnWQ22s,0
Roots Bloody Roots,Sepultura,6ursmCnbc9oDRGa2yHKkoZ,69
Drive My Car - Remastered,The Beatles,02wfEb4PyvM4XvsqDNtqVm,0
In My Life - Remastered 2009,The Beatles,3KfbEIOC7YIv90FIfNSZpo,80
Dreams - 2004 Remaster,Fleetwood Mac,5TDZyWDfbQFQJabbPwImVY,66
Go Your Own Way - 2004 Remaster,Fleetwood Mac,07GvNcU1WdyZJq3XxP0kZa,83
The Chain - 2004 Remaster,Fleetwood Mac,7Dm3dV3WPNdTgxoNY7YFnc,66
Holy Wars...The Punishment Due - 2004 Remix,Megadeth,5LyRtsQLhcXmy50VXhQXXS,72
Hangar 18 - 2004 Remix,Megadeth,6b6uLZsoGhObYexIxnRbIb,64
Tornado Of Souls - 2004 Remix,Megadeth,4E5xVW505akJX0wcKj8Mpd,69
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young,6VltRkmJbCTqgKrTHk4Ulw,1
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Crazy Horse,6VltRkmJbCTqgKrTHk4Ulw,1
Shiner,Rodan,3hASXW5YuDnGwiQErr440k,0
Sabbath Bloody Sabbath,Black Sabbath,2CzKVfVA9U7OKbIpAVPZOk,20
Redneck,Lamb of God,04EtBLFIxbcVt9NdYgcrpF,67
Bad Boy for Life,Diddy,2eOuL8KesslTLQERQPu11D,67
Bad Boy for Life,Black Rob,2eOuL8KesslTLQERQPu11D,67
Bad Boy for Life,Mark Curry,2eOuL8KesslTLQERQPu11D,67
House Jam,Gang Gang Dance,5MHHMnoAwIkgxjtXMgFtEG,0
For Reasons Unknown,The Killers,6suRRwX61xSMfU7wJuCVdy,65
Athanati Este,Rotting Christ,7sXMs5lHD4dNFoz1GbVs1I,33
September Song,Sarah Vaughan,3vDxVKTS70JFyqgqcFh6In,34
Satanic Royalty,Midnight,7oSd52fo4B83OB8XJVXVox,0
You Can't Stop Steel,Midnight,0OdNOg2ZRtT7Ad8jv95omO,0
Rip This Hell,Midnight,2gg6Mz6vswxO4BARtPJCCi,0
Blow Your Trumpets Gabriel,Behemoth,0Vwm5fUPfegI7a5LJj0t3s,0
Ora Pro Nobis Lucifer,Behemoth,10EiehkxdJ5FpG9NiSpDTT,0
The Satanist,Behemoth,38SunbnijX7ftIYjyvG1dU,0
O Father O Satan O Sun!,Behemoth,0sYhqgz4Yxd15XIez99OmT,0
Black Flame Candle,Devil Master,4D2mFM8vK7RaVtCV4UzKok,28
Desperate Shadow,Devil Master,6ElxFxCDeAdb9UXsocijNs,20
Bottle Of Fur,Urge Overkill,24Pe7cJpT8IHuN39wY3flu,22
Dropout,Urge Overkill,17agC0uZRfwKzE3wteHgi0,34
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,5cP52DlDN9yryuZVQDg3iq,0
You Should Be Dancing - 2007 Remastered Version Saturday Night Fever,Bee Gees,0Nn3zTnQW0vpWedAMlImui,0
Phoenix,Satyricon,7GmyHSiCbWEreE4dQCMDtm,41
"Hey, Soul Sister",Train,24YvUQnuPL8gObCfSnAobH,0
Jukebox Lean,New Bomb Turks,44fIc4zJWyRvmwCsUWdrWh,30
Into The Valley,Skids,2QSD3K3b3BJ8DPhGhQfDPW,46
Halo,Soil,0rlPOzWbNVui2ABuI5OFhL,56
Teenage Wildlife - 2017 Remaster,David Bowie,57NAaXLQGp5ZgEvpVOYtFe,42
Scrape,Unsane,7kLEVZfLEuGrR0wcPLxqhM,30
Ruin,Unsane,021Em9sMH59WwZV21mXSNh,13
Troops of Doom,Sepultura,1T5AxPlIqzg1TSgj1DRpML,42
School's Out,Alice Cooper,5Z8EDau8uNcP1E8JvmfkZe,71
Warm Machine - Remastered,Bush,2Fz2zHmxplgX9KxeI6KFK8,0
Spacetravel - Remastered,Bush,735VvogtQJzf92I1JHSJQZ,0
Prizefighter - Remastered,Bush,0yHanKF3Z78aFJfFC86wb2,0
Marijuanaut's Theme,Sleep,64qtZmx57W6XbnqTn3eSE0,0
The Living Dead,Suede,4M2PmZWXPv6AnwsqyScI3W,0
Jackie,Scott Walker,13GgSNZhnaeOux6Jtgch4s,38
Movin' on Up,Primal Scream,67ncFJWaIbJdqZl1bpEppz,63
On a Rope,Rocket From The Crypt,3FYOT78537rqMmdNkFObFz,0
Electric Eye,Judas Priest,3w9zHVKI28aUPZTxq8oDC6,64
You've Got Another Thing Coming,Judas Priest,4f3RDq9nYPBeR1yMSgnmBm,68
Lost Cause,Beck,5GcQBo4wPu0S09M7qDJzAi,0
Seagulls! (Stop It Now),Bad Lip Reading,471sXvN5C5vfMSBdKrGpo7,57
Seven Days Too Long - 2000 Remaster,Dexys Midnight Runners,0GvI3NbcrcA3QWSLkGkqrv,23
Thankfully Not Living in Yorkshire It Doesn't Apply - 2000 Remaster,Dexys Midnight Runners,6HjAZUE8KLqCnwLnwLfaT9,23
There There My Dear - 2000 Remaster,Dexys Midnight Runners,7sZa3zvNoLZI76DNhxCbeD,33
War Ensemble,Slayer,1E0yt5XSdjE9NOu897RilW,58
Dead Skin Mask,Slayer,0t1lDXmMWBzF6mfnQ6KwqZ,59
Seasons In The Abyss,Slayer,3Ky8IzV8IVSwijtaTWB2SK,61
Flame,Sebadoh,7nnUlDnuWqhuCIxQlT77zs,0
I Need You,Lynyrd Skynyrd,2UQWW8rhNJo5tBt77LnbZH,58
Du hast,Rammstein,5awDvzxWfd53SSrsRZ8pXO,71
Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,37pFLuNVnAJQL9ysRoKTdy,52
Your Love Alone Is Not Enough (feat. Nina Persson),Nina Persson,37pFLuNVnAJQL9ysRoKTdy,52
Feast of the Damned,Black Breath,60xkQwnQFMztQJVGSaeeW1,37
Sentenced to Life,Black Breath,49Y26I2yQ4uGgR2Eve0lzE,28
As I Slither,Kataklysm,6voHpkaPI5oeGCkDHBtXAy,0
Blood On The Swans,Kataklysm,389miN3hcrJWIYfmPvZu3x,0
The Astral Dialogue,Agalloch,0fTFKRRVUsnIf3sbqc8Zcp,0
Crypt of Creation,Wode,053L1dwp9NkLDiS4b2NiPi,5
Chaosspell,Wode,0IbqkPJvEqSaBFWl5E6ohA,4
Suburbs Suck,Void,4kkmhjdiyavgIq2hbYmCLT,0
Settler,Vattnet Viskar,5c9ZJed5MUTxzDG9menU9z,5
A Forest,The Cure,00Amd2EiGo17YoZyOjk3VV,53
The Evil That Men Do - 1998 Remaster,Iron Maiden,2FkxsINVws3o8Ox4fSvc3N,0
Hit Me With Your Rhythm Stick,Ian Dury,2ee9kqcX5qVkZwQmeJZVVC,16
Hit Me With Your Rhythm Stick,The Blockheads,2ee9kqcX5qVkZwQmeJZVVC,16
Penny Lane,The Beatles,1sjmKmR4u9xDeJHjDCn2bZ,56
The Primeval Dark,Insomnium,4Uq3fEihBEjzWX4KVYCZ8Q,49
While We Sleep,Insomnium,64VLqyvVCCAXyqKCqs40z8,50
What Makes You Think You're the One,The Twilight Singers,61y2BfzlUr3RnWWewugGe9,0
Yet Again,Grizzly Bear,202QyrB6Q3Kimsr7KqJut3,0
Wrath,Nasum,0wwnihbJxR27QOGNaluGyJ,18
Shift of Redemption,Enabler,0PX1lPUim32ywLD36UmjwZ,0
Young Lions,Constantines,47GctYQYe0GAQbl0ptf6eE,20
"Hey Man, Nice Shot - Remastered Version",Filter,6jc5gHCmrZW1XLcRM3wFlC,0
Thumper,The Jesus Lizard,0ar7kvNdBppCI4J5g4lmBf,29
Showbiz,Muse,2sCFFlnYg6Lk75GCcfSXEz,53
The Antichrist,Slayer,6Tjr3224DVeSWdq6dXgD6A,55
Black Magic,Slayer,4cJhBmeJ7KiBeuy7oxRnZ3,56
Phenomena,Yeah Yeah Yeahs,2nDNTkHniE3Zrjkdo0AWM0,37
Cherub Rock - 2011 Remaster,The Smashing Pumpkins,0F2LiyHp9E0pAanpfnzHNp,52
Disarm - 2011 Remaster,The Smashing Pumpkins,7A8caPxvrT8ZgLvQPPUCcj,59
AEP,Red Harvest,5MtYgmLfU6YzGa1spP33la,10
Time to Die,Void,7lSQmgK6vxfWmnGSvVlZWc,0
That's When I Reach for My Revolver,Mission Of Burma,3bSKHihztyH9D1ZyQsoqzI,46
Nookie,Limp Bizkit,1TEZWG1FdjzDdercCguTwj,74
Break Stuff,Limp Bizkit,5cZqsjVs6MevCnAkasbEOX,85
Sign 'O' the Times,Prince,4Yenz5JZZOUiZSeyKY8bDz,54
Play in the Sunshine,Prince,7D77LwNefSS7QJoy68sKEx,33
Starfish and Coffee,Prince,0cr1UXsH8XdUfrpvxHCane,42
Forever in My Life,Prince,5MULwvoltCATOJ9bZYfxxB,32
U Got the Look,Prince,2X6okzhnNPSzh9yxDMHHe3,48
Strange Relationship,Prince,2WwnFbWZ1DrTetqEqI1HUQ,31
I Could Never Take the Place of Your Man,Prince,7Bsfh7tZyAf6L5iQti86Rq,41
The Cross,Prince,60vEugO8qAECUVj1KpiQaP,41
Damn Over The Ruins Of Jerusalem,Nachtmystium,418Qy1JcR0Cgc09yBnkz7n,9
Rock City,Emigrate,6kilNCH4Xmz7awAeyI2tPu,34
Rock City,Lemmy,6kilNCH4Xmz7awAeyI2tPu,34
(Ghost) Riders in the Sky,Johnny Cash,3I1vEQhGwRK7URrTq4BqNl,65
Lava,Silver Sun,1pt6PWakq2deNSwxIukiGz,0
First Prayer,Deathspell Omega,0PmpFAt9R9uYVUoo2u0auz,25
Sola Fide I,Deathspell Omega,2cPrPgXBRu69rnOp4CGV0g,27
Red Alert,Basement Jaxx,2S5CHSeaE3s6zCePzAHJuH,0
Jump N' Shout Featuring Slarta John,Basement Jaxx,3uPl8OcR8Lm5mHWaE57P3H,0
Plug It In (Radio Edit),Basement Jaxx,3mFu7z9GEpqnyFUtsCtpn6,0
Sick Of It All,The Distillers,00dIhpeebdrRaWuWYKd2xU,41
Seneca Falls,The Distillers,1wDfhmlEvVEbQnEIdMRfvf,49
City Of Angels,The Distillers,4D7sweC53ikn2HrABdrvdm,0
Only the Lonely,Roy Orbison,0PkBTqRtN25z3oKasWoKlj,68
Death Knows Where,In Solitude,0vIXP5GErDKsDf8j2WquhK,21
Pallid Hands,In Solitude,4RX3OTNFlsqPcY9BvDYnYF,19
Sister Cities,The Wonder Years,6N0oSpjYbBGJMrwVMmTQAx,0
Save Everything,Coliseum,6vHu89UnLB7oAZWbCCwNfm,0
Sister Faith,Coliseum,032f7bmfeuuFd3Z3JEYLO8,0
Everything Zen - Remastered,Bush,4gawTLtYS4aVK7xqKZHkJJ,0
Little Things - Remastered,Bush,2Vd8uLBFSJVRu20OGp6LYG,0
Machinehead - Remastered,Bush,0lXrp1d2S5X4mbBH978ejJ,0
Glycerine - Remastered,Bush,2nzlgHTbUDzuRtTFoX3qfJ,0
Crashing Foreign Cars,Helmet,5aAr5Y5wXiUMHVEtvaCXkt,49
The Long Road Home,Inter Arma,6F7jrKUjOGITyZl9XYFQdC,15
Silver Bride,Amorphis,7sHGxzaWViGHxW7RnQ2ENu,48
Street Car,Hayden,7q4l4P4bdBkqpyXM64Dls3,18
Here,Pavement,1MYhWOMpHxCYEgDzZKrRql,0
World Of Lies,At The Gates,63qjdBUGCiDzle4KGuypCX,41
Dragonaut,Sleep,6qLgGLeawKyhMFJ848XtYD,52
Holy Mountain,Sleep,1G7rpMjaBTqczxxzJdHToF,43
Metal Guru - 2012 Remaster,T. Rex,0HfgYHSJmegk74LODFB3Yc,30
(sic),Slipknot,1g8lVIsEkDaGD1nKw6fwUb,67
Surfacing,Slipknot,0iget4icTqUya9wtpvCTF2,64
Wanted Dead Or Alive,Bon Jovi,0whc72kLlbhR5QMmj9XPnb,0
Hunt the Buffalo,Cobalt,1HRwKWGgkRdWPqpVW68FoA,22
Ruiner,Cobalt,4NV2MFAx3eof8viPvuVho3,14
Beast Whip,Cobalt,2XpFzsEl1txS207hNQBQZI,12
Cold Breaker,Cobalt,6ycAB8zVO0krJJ6qngbAWy,9
Final Will,Cobalt,4l2ofEVaeGd8Udvz6pCfmT,8
Slow Forever,Cobalt,0aHVwCy04Msmj3wU6fD7q1,10
Slowly We Rot,Obituary,5F6ZrWLngDICyjazxM1gNq,48
Come Out and Play,The Offspring,5JJDu0Z5DKe7mR31MGksSg,76
Self Esteem,The Offspring,6qpN7PrkVsP3N3xO7WlCaw,0
Scar Trek / Parasite God,Mortiis,3f9PuAbfQimWKrys4rPybJ,16
Fast And Frightening,L7,0GLlGaNAqRkQRlgj9toYo8,0
Heroes And Villains - Remastered 2001,The Beach Boys,7BO7ZbaEmgCSSp3znPMxN4,53
Reel Around the Fountain - 2011 Remaster,The Smiths,5bSASu4W0HJx6CuG8rbRcA,59
This Charming Man - 2011 Remaster,The Smiths,1FvDJ9KGxcqwv1utyPL3JZ,82
Blood Red,The Datsuns,4NzHVGpkcj7cJ6LeCVjnVP,0
Shots,Imagine Dragons,64MmobYNviePoiaINMrbMn,56
You Can't Put Your Arms Round a Memory,Johnny Thunders,2soxUQx6rPfOk0kHNePbhq,43
Ring of Fire,Social Distortion,3hKScGxI28Zor6zJ7JL7aS,56
Beggin (original version),Madcon,1XyL3J7eTTKnxRZAM3LqIT,73
The Boys of Summer,The Ataris,5BmagRD7Thki6O1zZwbxBy,67
Orchard,Windhand,3bZG5LMoqBiXDwSSi2p2VN,42
Woodbine,Windhand,59ML0d8TWN9YIUK1KG62NC,35
The Only One I Know,The Charlatans,17hdos7cv1vAvcfoTU4Pym,0
Far Away Eyes - Remastered,The Rolling Stones,06PEXSCNl8Xwf2633TdNnx,0
I Saw the Light - 2015 Remaster,Todd Rundgren,5uRkew0DtfAQmv0oEYNwFF,1
Waterloo Sunset - Stereo Mix,The Kinks,6i6vTovzDTGf6AQp96YwZK,0
Babylon's Burning,The Ruts,4wzXLlHUCZaARJ9fgG38d1,27
Holiday,The Get Up Kids,0fhnqthEA0Xj04Idlq9SXI,0
Wasted Years - 2015 Remaster,Iron Maiden,1HM7Vp84E4SMzdrZONg6bH,69
The Power Of Independent Trucking,Big Black,76gcZ6gdvgvmzDRibCB9MX,0
She Will Be Loved - Radio Mix,Maroon 5,4llK75pXNWZz6KAho2Gp16,85
Teardrops,Womack & Womack,1H3VALnQHwhFxQJLo6Kp6E,0
No One Knows,Queens of the Stone Age,6y20BV5L33R8YXM0YuI38N,75
Go With The Flow,Queens of the Stone Age,0wzRcekWyVCSyPtlPOeJau,72
Bird on the Wire,Leonard Cohen,3M0QK0bYdiGMu6JNoPk8YG,52
The Partisan,Leonard Cohen,2E5vl5eF4M4QbaADGegVDP,58
The Old Revolution,Leonard Cohen,5xTqhUcwPm8BSS8h7m3fYr,34
Ain't That Enough,Teenage Fanclub,5OcuXYY4vzDX6gAVLCs8gQ,32
I Don't Want Control of You,Teenage Fanclub,111u5fg74ftDxTHfeIn8h1,30
Take the Long Way Round,Teenage Fanclub,4zi8jA4hDOXyI2lLCJcu8L,22
Speed of Light,Teenage Fanclub,1W8gSLQdt7FM4glZLVXmzu,21
Everybody Wants To Rule The World,Tears For Fears,4RvWPyQ5RL0ao9LPZeSouE,90
Sir Duke,Stevie Wonder,4pNiE4LCVV74vfIBaUHm1b,75
He Hit Me (and It Felt Like a Kiss),The Crystals,1bRpq0Csgxu9xBnrzDwqWr,0
The Scarlet Garden,My Dying Bride,6iXtJ1C8xYXBNWA6oJajQy,26
Suzanne,Leonard Cohen,2L93TdW2GMue1H2zlkt30F,67
"Hey, That's No Way to Say Goodbye",Leonard Cohen,0wiwCdb8sWzz9ETztz8taE,59
Famous Blue Raincoat,Leonard Cohen,77K5TB5KZmDZCoJCdd1NvE,62
Bring on the Dancing Horses,Echo & the Bunnymen,5uh98HlgvoJd2zRWAduj2Y,58
God Of The Grain,Amebix,777XpJtNrPUI02rexFxJit,0
Knights Of The Black Sun,Amebix,1QeAO5gkEH33FY7vYXHDPO,16
One By One,Immortal,3wpsigh5eJSLHe5fSdDqXE,0
Sons Of Northern Darkness,Immortal,4RFq95iXHus9cw0xpTfKen,0
Within The Dark Mind,Immortal,0x4477sFwADMW1W1PPYMe7,0
Tyrants,Immortal,2ClscEOEWKearA8DeIUq3e,0
The Crystal Lake,Grandaddy,2p9rtyeE37AOB7uYAMqZ0F,42
Foreigner,Pallbearer,50hpcNkwVXJVlbmhVE24Uj,29
Devoid Of Redemption,Pallbearer,0Jl3rJ8cngPViIqvjq5t94,29
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,85
Cigarettes and Coffee,Otis Redding,4PFiLGx8jAzcAJxwPLUeZ9,63
Cranial Matter,Primitive Race,1VvMHoISBTA26hNpksZxk3,0
To Crawl Under One's Skin,Neurosis,0jS9ZYBjOirMlbyEWHcK2q,19
Sterile Vision,Neurosis,2PMNy7MKaYEWDBSwvtZZrR,14
Yes - Full Version,McAlmont & Butler,6joAGL5IuD66Qgcz049ObW,45
Cover Me Up,Jason Isbell,0htFHn4KWkRwjpYyFi29hJ,34
Traveling Alone,Jason Isbell,21Dr2cMwh16IMOuURpYyVQ,0
South Of Heaven,Slayer,3U9gogDStAfWxSm91PJuxb,66
Bowtie (feat. Sleepy Brown & Jazze Pha),Outkast,5voPrNQYQ4kQoRZ9A2NghB,44
Bowtie (feat. Sleepy Brown & Jazze Pha),Sleepy Brown,5voPrNQYQ4kQoRZ9A2NghB,44
Bowtie (feat. Sleepy Brown & Jazze Pha),Jazze Pha,5voPrNQYQ4kQoRZ9A2NghB,44
The Way You Move (feat. Sleepy Brown),Outkast,5z7mYFfhw6N6f23VwrokJD,73
The Way You Move (feat. Sleepy Brown),Sleepy Brown,5z7mYFfhw6N6f23VwrokJD,73
Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,85
Roses,Outkast,6bUNEbXT7HovLW6BgPCBsb,74
From the Curse A Scourge,The Chasm,7l6PT9r4Ed9VwgLWaLGKDj,19
Breadcrumb Trail,Slint,3vNzDPSTgUr1d812rkaCvU,0
"Good Morning, Captain",Slint,154qGmayKVoKeeqv8Yy0QC,0
Tired Climb,Kylesa,4kQBHtVXwDubDqBHaphEWa,32
Spirit In The Sky,Norman Greenbaum,3PPDUkGHUJx2bxct6A3PBy,0
I Believe in You - 1997 Remaster,Talk Talk,3SzoVeS9Eaxt6dmfXF0fPo,45
Protection,Alcest,4bHFJc0ZIgz2lhdy9hFQA7,47
Spirits,Albert Ayler,1iuTQp6LR81qqHcQLbhIWe,21
Sons of Satan,Integrity,3yHQQFafJuc70RqeJXYxWA,17
"So Fresh, So Clean",Outkast,6glsMWIMIxQ4BedzLqGVi4,75
Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,84
B.O.B. - Bombs Over Baghdad,Outkast,3WibbMr6canxRJXhNtAvLU,65
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,40
Starboy,Daft Punk,5aAx2yezTd8zXrkmtKl66Z,40
Blowing My Mind To Pieces,Bob Relf,07LxuLTUwXVfV1cHfvyrx3,14
Chaoplasm,Blood Incantation,5SjPhmu6iNqWPlAMhposHA,0
New Direction,Gorilla Biscuits,7CdGO6KJg20UAAXl7CW8q6,45
Hybrid Moments,Misfits,3gN4UFoOnRHlMl3K4kU5zG,52
Scapegoat,Kylesa,3xLqwykOGrA8NDfAHrXuDr,0
Unknown Awareness,Kylesa,050aFGs0IUl3t8o9iqzh5L,0
Running Red,Kylesa,2dgARhHuW5n1pEuHlWEdOh,0
Wild Is the Wind - 2016 Remaster,David Bowie,7ynwkFhXbrQqnMIWqFfRUS,55
I-E-A-I-A-I-O,System Of A Down,3RgDvs9Jpvn3kUuaTek1R5,72
F**k The System,System Of A Down,4d38pBjhItBlFBN9CneBtl,0
Crazy,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,82
Born To Be Wild,Steppenwolf,63OFKbMaZSDZ4wtesuuq6f,77
My Friends Over You,New Found Glory,1G4NvRMQHDurwC7Q8eT94z,0
Brown Sugar,The Rolling Stones,6Gi8vIT6In8RrT2eTKxoVR,0
Wild Horses,The Rolling Stones,5pS433WfKO8SVdAX3QYf0A,0
Lean on Me,Bill Withers,3M8FzayQWtkvOhqMn2V4T2,74
Haunter of the Dark,Cough,0SElYK9iouvepQe6zONE7q,35
Let It Bleed,Cough,2k4pS2s7JHRiZrc6LB5Xqu,26
No Particular Place To Go,Chuck Berry,3qt3ybU6MScMxMKL2TYBvt,67
